,,,2017a,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60,_61,_62,_63,_64,_65,_66,_67,_68,_69,_70,_71,_72,_73,_74,_75,_76,_77,_78,_79,_80,_81,_82,_83,_84,_85,_86,_87,_88,_89,_90,_91,_92,_93,_94,_95,_96,_97,_98,_99,_100,_101,_102,_103,_104,_105,_106,_107,_108,_109,_110,_111,_112,_113,_114,_115,_116
1182,D02W,N,DSC01182.JPG,2/27/2019 10:37,2018:07:24 18:00:10,2018:07:24 18:00:10,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7455016.1,0.714,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.95,5.17,3.07,3.18,2.96,4.29,3.27,11.88,3.3,3.58,3.58,5.59,4.07,10.26,12,0.93,0.89,0.83,0.77,0.8,1,,,,,,0,0,0,0,3.267,3.302,3.583,3.585,5.593,4.074,,,,,0.0363,0.0594,0.0393,40.95,6.14,47.09,1.49,0.36,1.85,,,,,,,,,,,
1183,D02W,E,DSC01183.JPG,2/27/2019 10:37,2018:07:24 18:01:01,2018:07:24 18:01:01,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8940570.2,0.856,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,1.79,1.89,4.1,4.34,3.83,4.67,3.8,8.46,4.69,4.89,4.52,6.13,4.72,6.48,6,0.87,0.89,0.85,0.76,0.81,1,,,,,,0,0,0,0,3.801,4.694,4.89,4.518,6.129,4.717,,,,,0.0173,0.0243,0.0182,40.95,6.14,47.09,0.71,0.15,0.86,,,,,,,,,,,
1184,D02W,S,DSC01184.JPG,2/27/2019 10:37,2018:07:24 18:01:34,2018:07:24 18:01:34,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),6908104.4,0.662,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.27,5.84,3.71,3.12,2.75,3.42,2.89,15.12,4.24,3.41,3.13,3.96,3.27,14.04,0,0.87,0.92,0.88,0.86,0.88,1,,,,,,0,0,0,0,2.886,4.243,3.406,3.127,3.959,3.268,,,,,0.0786,0.0934,0.0806,40.95,6.14,47.09,3.22,0.57,3.79,,,,,,,,,,,
1185,D02W,W,DSC01185.JPG,2/27/2019 10:37,2018:07:24 18:02:02,2018:07:24 18:02:02,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7318197,0.701,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.68,5.85,2.5,3.04,2.8,3.61,2.84,10.62,3.1,3.27,3.09,4.02,3.14,12.42,0,0.81,0.93,0.91,0.9,0.91,1,,,,,,0,0,0,0,2.838,3.097,3.272,3.088,4.022,3.135,,,,,0.0634,0.0633,0.0634,40.95,6.14,47.09,2.6,0.39,2.98,,,,,,,,,,,
1187,D02E,C,DSC01187.JPG,6/25/2019 11:07,2018:07:24 18:03:30,2018:07:24 18:03:30,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7700882.4,0.738,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.61,5.84,2.89,3.06,2.73,3.53,2.8,7.74,3.11,3.29,3.02,4.03,3.17,9.18,0,0.93,0.93,0.9,0.87,0.89,1,,,,,,0,0,0,0,2.804,3.108,3.292,3.024,4.033,3.167,,,,,0.0886,0.0692,0.0861,40.95,6.14,47.09,3.63,0.43,4.05,,,,,,,,,,,
1188,D01E,N,DSC01188.JPG,6/25/2019 11:08,2018:07:24 18:04:24,2018:07:24 18:04:24,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7191455.5,0.689,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.82,6.22,2.63,2.95,2.61,3.13,2.63,9.36,3.27,3.19,2.97,3.68,3.03,9.36,0,0.8,0.92,0.88,0.85,0.87,1,,,,,,0,0,0,0,2.633,3.274,3.195,2.974,3.685,3.032,,,,,0.0787,0.0841,0.0794,40.95,6.14,47.09,3.22,0.52,3.74,,,,,,,,,,,
1189,D01E,E,DSC01189.JPG,6/25/2019 11:08,2018:07:24 18:05:10,2018:07:24 18:05:10,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8526953.6,0.817,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.62,3.73,3.21,3.59,3.27,4.13,3.27,7.74,4.08,4.31,4.27,5.85,4.39,4.5,7,0.79,0.83,0.77,0.71,0.74,1,,,,,,0,0,0,0,3.269,4.084,4.306,4.268,5.854,4.389,,,,,0.0274,0.0415,0.0292,40.95,6.14,47.09,1.12,0.25,1.37,,,,,,,,,,,
1190,D01E,S,DSC01190.JPG,6/25/2019 11:08,2018:07:24 18:05:43,2018:07:24 18:05:43,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7803711.5,0.748,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.37,4.46,3.39,3.44,3.08,3.89,3.06,7.38,3.74,3.7,3.5,4.87,3.67,6.66,5,0.91,0.93,0.88,0.8,0.83,1,,,,,,0,0,0,0,3.06,3.743,3.705,3.501,4.869,3.671,,,,,0.0356,0.0487,0.0373,40.95,6.14,47.09,1.46,0.3,1.76,,,,,,,,,,,
1191,D01E,W,DSC01191.JPG,6/25/2019 11:08,2018:07:24 18:06:22,2018:07:24 18:06:22,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7280865.6,0.697,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.08,5.54,3.45,3.17,2.78,3.02,2.63,13.68,3.74,3.51,3.3,3.8,3.15,12.78,0,0.92,0.9,0.84,0.79,0.83,1,,,,,,0,0,0,0,2.625,3.735,3.51,3.298,3.796,3.148,,,,,0.1512,0.0855,0.1427,40.95,6.14,47.09,6.19,0.52,6.72,,,,,,,,,,,
1249,B04E,C,DSC01249.JPG,6/25/2019 11:16,2018:07:27 14:33:27,2018:07:27 14:33:27,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8296244.6,0.795,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.52,3.71,3.16,3.53,3.23,4.43,3.46,9,4.2,4.33,4.14,5.57,4.33,7.2,2,0.75,0.81,0.78,0.79,0.8,1,,,,,,0,0,0,0,3.457,4.204,4.331,4.14,5.569,4.333,,,,,0.1058,0.046,0.098,40.95,6.14,47.09,4.33,0.28,4.61,,,,,,,,,,,
1250,B04E,N,DSC01250.JPG,6/25/2019 11:17,2018:07:27 14:34:06,2018:07:27 14:34:06,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8454042.3,0.81,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.68,3.75,3.22,3.63,3.26,4.21,3.29,5.94,3.5,3.91,3.67,4.88,3.76,5.76,1,0.92,0.93,0.89,0.86,0.87,1,,,,,,0,0,0,0,3.288,3.503,3.908,3.672,4.885,3.76,,,,,0.0361,0.0394,0.0365,40.95,6.14,47.09,1.48,0.24,1.72,,,,,,,,,,,
1251,B04E,E,DSC01251.JPG,6/25/2019 11:17,2018:07:27 14:34:55,2018:07:27 14:34:55,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8559783.7,0.82,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.02,3.35,3.7,3.92,3.34,3.64,3.23,11.16,6,4.59,4.18,4.72,4.08,8.46,0,0.62,0.85,0.8,0.77,0.79,1,,,,,,0,0,0,0,3.234,5.999,4.593,4.184,4.724,4.084,,,,,0.0879,0.0546,0.0836,40.95,6.14,47.09,3.6,0.34,3.94,,,,,,,,,,,
1252,B04E,S,DSC01252.JPG,6/25/2019 11:17,2018:07:27 14:36:08,2018:07:27 14:36:08,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7561909.6,0.724,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.08,5.27,3.79,3.22,2.87,3.57,2.88,7.2,3.96,3.45,3.25,4.18,3.28,7.02,0,0.96,0.93,0.88,0.86,0.88,1,,,,,,0,0,0,0,2.88,3.961,3.453,3.251,4.179,3.284,,,,,0.0399,0.0626,0.0429,40.95,6.14,47.09,1.63,0.38,2.02,,,,,,,,,,,
1254,B04E,W,DSC01254.JPG,6/25/2019 11:17,2018:07:27 14:37:38,2018:07:27 14:37:38,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7502733.3,0.719,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.98,5.22,2.92,3.23,2.84,3.57,2.88,8.28,3.34,3.44,3.15,4.18,3.29,7.02,2,0.87,0.94,0.9,0.85,0.88,1,,,,,,0,0,0,0,2.881,3.341,3.436,3.152,4.182,3.292,,,,,0.0897,0.0643,0.0864,40.95,6.14,47.09,3.67,0.39,4.07,,,,,,,,,,,
1256,B04W,C,DSC01256.JPG,6/25/2019 11:17,2018:07:27 14:40:00,2018:07:27 14:40:00,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8139846.9,0.78,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.31,4.54,4.21,3.35,3.16,4.09,3.24,8.46,5.05,3.98,3.93,5.29,4.09,7.38,4,0.83,0.84,0.8,0.77,0.79,1,,,,,,0,0,0,0,3.24,5.045,3.979,3.927,5.291,4.088,,,,,0.0362,0.0574,0.039,40.95,6.14,47.09,1.48,0.35,1.84,,,,,,,,,,,
1257,B04W,N,DSC01257.JPG,6/25/2019 11:17,2018:07:27 14:40:35,2018:07:27 14:40:35,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8878449.1,0.85,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.2,2.28,4.64,4.16,3.78,5.32,4.06,6.3,5.68,4.75,4.52,6.63,4.98,5.94,14,0.82,0.88,0.84,0.8,0.82,1,,,,,,0,0,0,0,4.065,5.679,4.751,4.523,6.626,4.985,,,,,0.0268,0.0263,0.0267,40.95,6.14,47.09,1.1,0.16,1.26,,,,,,,,,,,
1259,B04W,E,DSC01259.JPG,6/25/2019 11:18,2018:07:27 14:41:31,2018:07:27 14:41:31,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7488934,0.717,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.44,5.96,2.89,3.1,2.73,3.3,2.86,9.54,3.37,3.37,3.09,3.81,3.24,8.46,0,0.86,0.92,0.88,0.87,0.88,1,,,,,,0,0,0,0,2.863,3.375,3.369,3.094,3.812,3.243,,,,,0.1242,0.0892,0.1196,40.95,6.14,47.09,5.09,0.55,5.63,,,,,,,,,,,
1260,B04W,S,DSC01260.JPG,6/25/2019 11:18,2018:07:27 14:42:21,2018:07:27 14:42:21,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority -0.7 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9351962.9,0.896,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,1.63,1.73,3.98,4.44,4.08,4.75,3.89,10.44,6.4,5.17,5.43,6.71,5.3,7.74,17,0.62,0.86,0.75,0.71,0.73,1,,,,,,0,0,0,0,3.887,6.399,5.171,5.431,6.71,5.3,,,,,0.0285,0.023,0.0278,40.95,6.14,47.09,1.17,0.14,1.31,,,,,,,,,,,
1261,B04W,W,DSC01261.JPG,6/25/2019 11:18,2018:07:27 14:43:22,2018:07:27 14:43:22,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9452042.6,0.905,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,1.23,1.28,3.82,5.1,4.52,6.38,4.86,6.3,4.67,5.67,5.38,7.83,5.87,5.58,17,0.82,0.9,0.84,0.81,0.83,1,,,,,,0,0,0,0,4.856,4.673,5.67,5.381,7.835,5.873,,,,,0.0084,0.0145,0.0092,40.95,6.14,47.09,0.34,0.09,0.43,,,,,,,,,,,
